,accuracy,communication,cleanliness,location,checkin,value,avgRating
9988955,3.2,2.2,3.4,3.6,2,3.6,2.20
9988956,4,2,4,2.75,3.25,3.5,3.00
9988957,2.5,3,3,2,2.5,4.5,3.25
9988958,3.33,2.83,2.83,2.5,4,3,2.67
9988959,2.83,2.83,2.67,2.33,3,3,2.00
9988960,4,2.75,3.25,2.75,4.25,3.25,2.25
9988961,2.33,2.33,3.33,3.33,4,2.33,2.67
9988962,3.75,3,2.25,2.5,2.5,3,3.25
9988963,2.5,1.5,2,1.75,3.75,2.5,1.25
9988964,2.33,3.5,2.33,2,2.33,3.33,2.83
9988965,2.5,3.17,3,3,3.33,2,3.50
9988966,1.8,2.2,2.8,3.6,2.8,2.2,1.60
9988967,4,3,2.67,4.67,3.67,4.67,3.00
9988968,2.6,3.8,4,2.6,3.8,3.6,2.80
9988969,3.75,3.5,3.25,3.25,2.75,3,2.75
9988970,1.67,3,4,3,2.33,1.67,4.33
9988971,4.75,4,3,3,3.25,3.5,3.00
9988972,3.4,3,4,4,2.4,1.8,3.00
9988973,2.4,3.4,3.8,3.4,2.6,2.6,2.80
9988974,2.6,3.2,1.8,3.4,4,2.2,2.60
9988975,2.29,3.57,2.71,3,2.71,2.43,2.43
9988976,3.29,3.14,3,3.29,2.86,2.43,2.29
9988977,2.5,4.25,2.25,2.25,2.75,4,3.00
9988978,2.67,2.67,2,2.67,3.33,4.67,3.00
9988979,3,3.5,4,2.25,3,3.75,1.75
9988980,2.67,3.33,2.67,2.67,3.67,2.67,3.00
9988981,1.75,3.5,3.25,4.75,3,2.25,2.25
9988982,3.25,2.75,1.75,3.25,2.75,3.25,3.50
9988983,2.5,2.5,4.25,3,2.5,3,4.25
9988984,3.5,2.33,3,2.33,3.67,2.83,2.17
9988985,3.2,3,3.4,2.8,2.4,3.8,4.00
9988986,3.4,3.4,3,2.6,4.4,2.4,3.40
9988987,3.5,2.75,1.75,3.25,3.5,3,3.75
9988988,2.6,2.6,2.8,3.2,2,3.8,3.80
9988989,2.71,3.43,1.86,3,3,2.71,2.86
9988990,2.67,4,3.33,3,3,1.67,3.67
9988991,3.71,2.43,2.57,3,3.14,3.29,2.86
9988992,3.4,4.4,2.6,1.2,2.6,3.4,2.60
9988993,4.14,3.57,2.86,3.57,2.86,2.29,2.71
9988994,2.4,2.2,2.4,3.2,3.2,2.8,2.00
9988995,3.17,2.67,2.33,2.17,3,3.67,3.00
9988996,3,3.83,4.5,3.17,3.67,3.67,2.50
9988997,4,2.6,2.6,3.4,3.8,2.2,3.20
9988998,2.33,2.67,2.67,3.17,2.67,3.5,2.00
9988999,3.17,2.83,3.67,3.67,3.33,2.5,2.17
9989000,3.17,2.83,4.67,3.17,2.67,4.17,3.67
9989001,2.75,2,3,3,2.5,1.75,3.00
9989002,3,2.5,4,2.25,2.25,3.25,2.50
9989003,3,2.5,4.25,3.5,3,2.75,2.75
9989004,3,2.6,3,2,1.8,3,1.80
9989005,4,4.4,3.8,3.8,3.6,2.6,2.00
9989006,1.67,3,3.67,2.67,3.33,2,3.00
9989007,2.67,1,3.33,2.67,3.33,2,3.67
9989008,2.33,1.67,2.33,2.33,2.33,2.67,1.67
9989009,3,3.5,3.17,1.83,2.5,2.83,2.00
9989010,3,2.67,4,2.67,3,2,3.17
9989011,3.67,2.67,3,4.33,3.33,3.33,3.00
9989012,2.83,2.67,3.33,3.33,2.67,3.67,2.67
9989013,2,3.75,3.25,1.75,3.5,2,1.00
9989014,3.5,3.5,2.75,2.5,2.5,3.25,3.25
9989015,3.2,3.8,3.2,3.2,3.4,2.2,3.80
9989016,3,3.33,3.17,3.33,3.17,2.83,2.83
9989017,2.8,2.4,3.8,3.6,2.4,3.2,3.20
9989018,3.71,3.71,3.71,2.86,2.43,2.57,3.00
9989019,2.6,3,3.2,2.8,3.4,3.4,2.80
9989020,3.67,3.67,3,3.33,4,3,4.33
9989021,3.4,3.4,2.8,3,3,3,3.00
9989022,2.33,2.67,2.67,2.67,2.67,3.33,4.67
9989023,2.5,2.83,2,3.67,2.67,2.17,3.50
9989024,4,3,2,3,3,2,2.80
9989025,3.25,4,3.25,3,2.5,2.75,3.00
9989026,2.67,3,2.33,3.67,2.67,3.33,3.00
9989027,3.33,3.33,3.67,2.33,3.33,2.5,2.67
9989028,3.86,3.57,3.14,3.57,3.43,3,2.86
9989029,2.75,2.75,3.25,2,2.5,1.75,2.00
9989030,2,3,3,3,3.75,3.5,1.75
9989031,2.67,2.67,3,3.33,3,4.33,3.67
9989032,4.14,2.14,2.86,3.29,2.86,2.14,2.57
9989033,3.75,2.25,3,3.25,2,2.5,3.75
9989034,4,2.4,3.4,2.4,2,3.4,3.00
9989035,3.33,3.33,2,2,2.33,4,3.33
9989036,2.6,3,3,4,2,3.2,2.20
9989037,2.75,3.25,3.75,2.75,3.25,3.25,2.50
9989038,3.14,2.29,3,2.86,2.57,2.57,2.00
9989039,4,3,3.14,3,2.86,2.29,3.71
9989040,2.86,3,3.57,2.14,3.29,3,3.00
9989041,3.75,2,2.5,3.25,2.25,2.75,1.75
9989042,3.6,3.8,2.6,2,3.4,1.4,2.20
9989043,1.75,3.25,4.25,4,2.25,3,2.75
9989044,3.67,4.33,3.33,2.67,2.33,2.33,1.00
9989045,4,3.33,4,4,4.33,4.33,3.00
9989046,3.14,3,3.14,3.57,4.43,3.14,3.14
9989047,2.33,3.5,3.17,3.67,2,3.33,3.33
9989048,2.71,3.14,3.14,3.57,1.86,3,2.57
9989049,3.43,3.29,3.14,3.14,3.14,3.14,3.43
9989050,3.67,4.17,3.5,2.83,2.67,3,3.00
9989051,3,3,3.4,2,3.6,1.8,3.40
9989052,2.57,2.71,2.29,3,3.71,4.14,3.00
9989053,3.14,3.57,2.14,2.86,3.29,3.29,2.29
9989054,3.6,2.8,3,4.2,2.8,3.4,2.60
9989055,4,3.57,2.71,4.29,3.14,4,3.57
9989056,3,3.2,3.4,2.8,2.8,2.2,2.60
9989057,2.5,2.67,2,2.67,3,2.83,3.17
9989058,2.14,2.57,1.86,3.14,3,3.57,2.86
9989059,3,3.33,4.33,4.33,1.33,2.33,2.67
9989060,3.67,3,2.67,3.67,2.33,4,2.33
9989061,3.17,3.33,3.5,2.67,2.83,3.33,2.17
9989062,4,2,3,4,2.67,3.33,2.33
9989063,3.4,4,3,3,3.4,2.6,2.60
9989064,2.83,2.17,2.67,2.17,2.17,3.33,3.33
9989065,3,2.8,3.6,2.8,3,3.8,2.40
9989066,4,3.43,3.14,2.57,2.57,3,2.00
9989067,2.6,2.4,2.4,1.8,4,2,3.20
9989068,2.25,3.5,3,2.75,2.25,2.75,4.25
9989069,2.57,1.86,3.14,2.57,2.43,3.14,2.57
9989070,2.8,3.2,2,2,3,2.4,3.40
9989071,2.67,2.17,4.17,2.5,2,2.67,2.67
9989072,3.33,2.33,4,4,3,2.33,3.33
9989073,3.5,3.5,2.75,3,3.75,3,3.00
9989074,3.25,2,2.75,3.5,3.25,2,3.00
9989075,2.14,3.14,3.29,3.57,3.43,3.57,2.86
9989076,2.75,2.75,3.25,3.5,3,3.5,3.50
9989077,4,1.6,3.8,2.4,3.4,3,2.20
9989078,2.67,3,2.67,3.67,2,2.67,2.67
9989079,3.67,3,3.67,3.33,4.33,3,3.00
9989080,3,3,3.83,3.5,2.5,2.17,4.00
9989081,2.33,3.17,3.83,2.33,1.83,3.67,2.67
9989082,2.67,3,2.67,2.83,3.17,2.33,3.50
9989083,3.33,4.17,2.5,3.33,3.5,2.33,2.33
9989084,2.33,2.67,2.33,2.67,2.67,2.67,3.33
9989085,2.57,3.71,3.71,2.14,2.43,2.57,2.29
9989086,3.83,2.5,3,2.33,3.67,2.33,3.67
9989087,2.29,3,2,3.29,2.86,3.57,3.00
9989088,2.6,2.4,2.4,2.8,2.4,1.8,3.40
9989089,2,2.33,3,2.67,2.33,3.33,3.00
9989090,2.8,2.8,3,2.8,2.8,2.6,4.00
9989091,2.33,2.33,3.33,2.33,3,3.33,3.00
9989092,3.33,2.67,3,3.67,4.67,3.33,3.33
9989093,4,3.29,3.57,2.29,3.29,2.43,3.43
9989094,1.75,2,2.75,3.75,2.75,2,4.00
9989095,2.6,2.2,3.8,3.4,2.4,3,2.60
9989096,2.75,3,2.75,3,3.25,2.75,2.25
9989097,2.43,3.43,2.29,3.71,2.43,1.29,2.29
9989098,2.33,2.33,2.83,3.5,3.33,4.17,2.33
9989099,2.8,2.8,3.6,3.4,2.4,3,2.80
9989100,1.67,2,3,4,2.67,3,3.67
9989101,4.43,3.57,3.29,2.71,2.14,3.43,3.00
9989102,2.75,3.25,3,2.75,3.5,2.5,2.50
9989103,3,3.67,3,2,4.33,3.33,3.00
9989104,2.86,2.29,3.29,3.14,3.71,3.43,2.71
9989105,2.8,3.6,3,3.4,4,3,3.60
9989106,3,3.57,3.86,3,2.71,3,2.57
9989107,1.33,3,2.33,3.33,4.67,2,2.67
9989108,2.33,2.83,3.83,3,3.83,2.67,3.50
9989109,3.14,3.29,3.57,2.43,3,2.57,2.43
9989110,2.25,3.5,2.75,2.75,2.5,2.5,2.50
9989111,4.25,2.25,4.25,3.5,1.75,4,2.75
9989112,2.29,2.86,2.86,3.57,3.43,2.43,3.43
9989113,2.33,3,3.67,2.67,2.33,4.67,2.33
9989114,3.33,1.67,3,4,1.67,3.33,2.33
9989115,2.75,3,2.75,3.25,3,4.25,3.50
9989116,3.5,4.5,1.5,3,2.25,4.25,4.00
9989117,3,3.71,3.29,3.14,3,2.57,3.71
9989118,3.5,2.67,2.83,3.17,2,4,2.67
9989119,2.71,2.86,2.29,3,2.71,1.86,3.57
9989120,2.67,3.5,2.5,3,3.17,2.83,2.67
9989121,1.5,3.75,3.5,4,2,3.75,4.25
9989122,3.33,3.33,2.83,2.17,1.83,2.67,2.00
9989123,3,4.25,2.5,3.25,3.75,3,2.25
9989124,3.14,2.57,2.29,3.29,3.29,2.71,2.86
9989125,2.83,2.33,3.17,2.5,1.83,3,3.17
9989126,2.67,2.5,2.67,2.67,2.33,3.5,4.00
9989127,2.17,2.5,3.17,3.17,2.67,2.33,2.67
9989128,3.33,3.33,3.5,3,2.67,1.83,3.00
9989129,3.5,4.5,2.75,2.75,3.25,1.5,3.50
9989130,3.14,2.43,2.86,3.43,3.43,3,3.43
9989131,3.25,3.75,4,3.25,3,2.75,3.75
9989132,3.5,4,3.5,2.75,1.75,2.75,4.25
9989133,2,2.67,3,3.33,3.17,3.17,3.33
9989134,4.5,3,2.75,3,3,2.25,4.75
9989135,3.5,3.5,3.25,2.75,3,3,2.75
9989136,3.67,4,3,4.33,4,3.33,4.33
9989137,3.4,3.8,2.6,2.4,3,4.4,2.60
9989138,3.67,2.67,1.67,1.67,2.67,3.17,3.67
9989139,3.8,2.6,3.2,3.4,4.4,3,3.40
9989140,3.6,4,3.8,1.8,3.4,2.2,3.00
9989141,3.57,2.14,3.71,3.29,2.86,3.14,2.71
9989142,2.6,3.4,3.4,2.8,3,2.8,2.80
9989143,2.5,1.5,3.25,2.25,3.75,3.5,2.75
9989144,2.17,2.83,2.5,2.67,3.67,3.17,3.33
9989145,3.4,3.8,3,3.6,3,3,3.00
9989146,3.43,2.29,3.86,3,3,3.43,3.71
9989147,2.67,3.33,3,2.33,4.67,2.5,3.00
9989148,3,3,2.86,4,2.86,1.86,3.57
9989149,3.5,3.67,3.33,3.83,2.33,3.67,2.83
9989150,2.17,3.83,2.33,1.67,3.33,3.17,2.17
9989151,4,2.67,2.67,3.67,3,1.67,3.33
9989152,3.71,2.29,2.43,3.57,3.14,2.14,2.71
9989153,3,2,3,2.67,3,3.67,3.67
9989154,3,3.67,3.33,2,2.67,1.67,4.00
9989155,3.14,3.14,3.29,3,3.14,3.57,2.71
9989156,3.17,3,3.83,3.17,3.5,2.83,3.00
9989157,2.67,2.67,2.5,2.5,3.5,3.17,3.00
9989158,3.14,2.43,2.57,2.57,3.29,3.43,3.57
9989159,2.57,3.29,3.14,3,2.71,2.29,2.71
9989160,2.25,1.75,4,3.25,2.25,3,2.50
9989161,1.67,3.33,3.67,2.67,3,1,1.67
9989162,2.67,1.33,2.67,2.67,3.67,2.33,2.67
9989163,3.5,2,3.25,3.5,2.75,2.75,3.50
9989164,3,2.75,2.75,3,3.25,2.5,2.50
9989165,2.33,3.67,3,4,2.33,2.67,4.00
9989166,3,2.4,3.4,3.4,3,2.2,3.40
9989167,3.17,3.83,3.33,3.17,2.17,2,2.83
9989168,3.43,3.29,2.29,3.71,2.86,2.71,3.14
9989169,2.67,2.67,4.33,4.33,3.33,2.33,3.00
9989170,3.33,2.83,4,3.17,2.5,4,2.50
9989171,2.5,4.5,3.25,2.5,3.75,2.5,2.25
9989172,2.86,1.86,3.86,2.71,3,3,3.43
9989173,3,2.67,3.17,3.33,2.5,3.17,3.83
9989174,2.43,3.14,3,3.14,3.14,2.43,3.14
9989175,3.67,3.33,2.83,2.67,3.5,2.5,2.50
9989176,3,3.83,3,2.67,3.33,2.33,2.33
9989177,1.83,3.33,3.17,3.33,3,3,3.33
9989178,3.83,3.33,3.5,3.17,3.67,4.17,3.33
9989179,4,2.75,2.25,2.75,2.75,3,2.00
9989180,3,2.33,3.33,3.5,2.67,3.5,3.50
9989181,1.67,3,2,2.67,4.33,3,4.00
9989182,3.17,2.83,3.33,4.17,2.67,2.17,3.00
9989183,2.83,3,4.33,3,3.17,2.17,2.67
9989184,2.43,2.57,2.43,2.57,3,3.14,2.71
9989185,3,2.14,3.43,2.86,3.29,3.14,3.29
9989186,3.25,3.75,3,2,1.5,4,2.75
9989187,3,2.83,3,2.83,3.67,3.33,1.33
9989188,2.25,3.5,2.5,3.75,4,3,2.75
9989189,4,2.6,3.2,3,3,3.4,2.20
9989190,2.29,2.86,3.29,3.14,3.86,3.29,3.57
9989191,4.33,4.33,4,4,3.33,1,3.00
9989192,3.75,3.25,3.25,3.75,2.75,3.75,3.50
9989193,2.5,3,3.17,2.83,3.17,2.33,3.83
9989194,4,4.33,2.33,2.33,3,2,3.00
9989195,2.33,2.83,3.67,3.5,3.67,3,2.33
9989196,3.2,3.2,2.4,2.4,2.4,2.4,2.20
9989197,2.5,4.5,2,2.25,2.75,3.75,2.00
9989198,3.8,3.2,4,2.6,2.4,3.6,2.40
9989199,3,2.86,3.43,3.14,3.29,2.57,2.86
9989200,2.14,3.14,2.71,3.14,2.29,3.43,2.71
9989201,3.29,3.43,3.71,2.86,3.57,3.71,2.71
9989202,3.17,2.83,2.67,2.33,2.83,2.83,3.00
9989203,2.6,2.8,2.2,3.4,2.4,3.6,3.40
9989204,2.43,4.29,2.43,3.14,1.86,3,3.14
9989205,3.29,3.29,3.43,3.43,2.57,2.71,2.86
9989206,2.67,3.67,2.67,3.33,2.17,1.83,3.67
9989207,3.33,2.33,3,3.17,2.83,3.5,2.33
9989208,3.4,2.4,3.2,2.6,2.4,3.2,4.00
9989209,3.14,3,4.14,2.71,3.14,3.71,3.43
9989210,3,3.67,4,2.5,3.83,2.83,3.67
9989211,2.6,2.8,3.8,4,3,3.2,3.60
9989212,2.25,3,3.25,3,2.25,2.75,4.25
9989213,4,3.71,3,3.14,2.86,2.29,3.71
9989214,3.71,3.86,3.14,3.57,3.29,3.29,3.29
9989215,2.75,4.25,2.25,3,3.5,1.5,4.25
9989216,2.8,3.4,3.2,2.8,2.4,3.4,3.60
9989217,2.6,2.4,1.6,2.4,3,3.8,2.40
9989218,3.5,2.75,3.25,3.25,3.25,3.25,4.50
9989219,2.5,3.17,2.17,3.83,3,2.83,2.00
9989220,3,3,2.17,3,4.17,3,2.50
9989221,4.6,3.4,2.4,2.2,2.8,3.4,3.40
9989222,3.5,2.75,3.5,1.25,2.25,2.75,2.75
9989223,2.67,3.67,3,4,1.33,4,3.33
9989224,1.67,4.33,2,1.67,5,3,3.33
9989225,3.25,2.75,2.5,4.25,2.5,3,3.50
9989226,1.33,3.67,4,2,3,3.67,3.67
9989227,3,2,3,2.6,2.8,2.8,1.80
9989228,2.57,3.71,4.14,2.43,2.86,2.57,2.43
9989229,2.5,3.33,2.67,2.33,3.67,3,3.17
9989230,2.75,2.5,2.75,2.5,2.5,3,2.75
9989231,2.67,4.33,4,3.67,2.33,4,2.33
9989232,3.75,4,2.5,2.25,3,3,3.25
9989233,1,1.67,3.33,2.67,2.33,4,3.33
9989234,2.2,3.2,3,2.4,2.6,2.8,3.00
9989235,3,3,2.5,2.5,1.5,3.25,2.50
9989236,2.4,3.6,3.8,3.4,3.6,2.8,2.80
9989237,3.75,3.75,1.75,2.75,3.25,3.25,3.00
9989238,2.33,2.33,2.67,2.33,2.67,3,1.67
9989239,3.67,2.67,3.67,3,2.83,2.83,3.33
9989240,2.75,3.25,2.5,3.75,3.25,3.75,3.25
9989241,2.86,2.14,3.14,4,3.29,3.57,2.00
9989242,3,2.25,3.25,4.25,2,3.5,2.75
9989243,3.5,2.5,3.83,2.83,2.83,3.5,4.17
9989244,3.71,3.43,2.43,3.29,2.14,2.71,2.71
9989245,2.33,3.5,3.17,1.83,3.83,2.83,2.50
9989246,3,2.25,2.75,3.25,2.75,1.25,4.50
9989247,3.5,2.5,3,2.5,2.75,3.5,3.75
9989248,3.25,4,4,2.75,2.25,2.5,3.25
9989249,4,2.33,3.33,3,3.67,2.67,1.00
9989250,3.67,1.33,3,2,2.33,1.67,3.00
9989251,3.25,2.5,2.5,3,3.5,2.25,3.00
9989252,2.6,3.6,3.2,2,2.8,3.2,2.60
9989253,3.43,2.14,3,2.71,3.14,3.29,1.86
9989254,2.5,3.5,3.25,2,3,2.5,2.75
9989255,2.67,1.33,2.33,4.33,3,2.83,2.67
9989256,2.14,3.57,3.43,3.43,2.43,3,3.57
9989257,2.67,2.33,4.33,2.33,3.33,2,3.67
9989258,1.4,4.2,2.8,1.4,3.4,3.6,2.60
9989259,3.25,3.5,3.25,3.25,1.5,2.25,4.00
9989260,3.17,3.67,3.17,3.5,4.67,3,2.50
9989261,3.29,2.71,2.43,3.57,3.71,2.71,1.86
9989262,2.75,3.75,4.25,3.25,3,2.5,3.00
9989263,3,3.75,3.75,2.5,4,3.25,2.50
9989264,2.4,3.4,2.4,2.8,2.4,1.6,3.00
9989265,4,4,3.33,3.33,2,3.33,4.67
9989266,2.83,3.83,3.83,4.33,3,1.33,3.67
9989267,3,2.33,2.33,3,1.67,3.33,3.67
9989268,3.14,2.71,2.29,3,3.29,2.29,2.14
9989269,4.67,3,3,4.33,3,1.67,2.67
9989270,3.2,3.2,2,4,3.4,2.6,3.20
9989271,3,4.17,2.33,3,2,3.5,2.83
9989272,3.57,2.29,3.43,3.14,2.71,3.29,2.14
9989273,3.25,3.25,2.5,2.75,2,2.5,3.50
9989274,2.86,2.71,2.71,3.14,2.86,3.14,3.86
9989275,3.33,3.33,1.67,4.33,2.33,2.67,3.67
9989276,3.17,4.33,3.5,3.5,3.17,3,3.00
9989277,2.29,2.86,3.14,2.86,2.43,2.57,2.57
9989278,2,3,1.86,3.43,3.71,2.86,2.86
9989279,3.5,2.17,3.33,3.17,1.83,2.67,2.83
9989280,1,3,2.67,2,4.33,2.33,3.00
9989281,2.25,3,3.25,3.25,2.25,3.75,3.00
9989282,2.5,2.25,3,3.25,2.75,2,1.50
9989283,3.33,3.33,4.67,4,2,3,2.33
9989284,3.75,3.5,3.75,2.5,3.5,3,3.25
9989285,3,3.29,3.57,2.71,2.86,3.71,3.14
9989286,3,3.2,2.8,2.4,3.2,3.4,4.20
9989287,2.75,1.75,2.5,2.5,2.25,3,3.00
9989288,3.43,2.57,2.29,1.86,3.43,3.86,2.43
9989289,3,2.25,4.5,1.5,3.75,3.25,3.75
9989290,3.25,2.5,4.25,3,2.75,3.75,2.00
9989291,2.67,2.33,4.33,2,2,4.33,3.33
9989292,4,3.67,2.67,2.67,2.67,4.33,1.33
9989293,4,2.75,2.75,3.5,2.75,3,4.00
9989294,2.67,3.5,2.33,3.17,3.33,3.33,3.33
9989295,2.67,3.67,1.67,2.5,2.5,2.5,3.17
9989296,2.83,3.33,3.17,2.5,2.83,2.5,1.83
9989297,3.67,3,3,3.5,2.83,2,3.50
9989298,2,3.29,3.71,2.86,2.86,2.14,2.86
9989299,3.14,2.43,2.86,2.71,3.71,3.86,3.71
9989300,3.2,1.6,3.4,4,3,2.6,2.60
9989301,3.83,3.67,3.17,3.5,2.83,2.83,2.17
9989302,2,2.75,3.25,3,3.5,2.5,2.75
9989303,4,2.6,3.2,4,3,3.4,2.80
9989304,1.8,2.6,3.6,2.4,2.8,3,2.20
9989305,2.71,3.14,2.14,2.71,3.71,3.29,3.71
9989306,3.14,4.14,2.29,3.29,3,2.71,2.71
9989307,3,2.67,3.67,2,3.67,3.33,2.00
9989308,3.33,4,3.33,3,2,3.67,3.33
9989309,3.25,2.25,2,2.75,3.75,3.25,2.50
9989310,2.33,3.33,3.67,2.67,1.33,1.33,3.67
9989311,3.33,4.33,3.67,2.33,3.33,3,2.33
9989312,2.33,2.5,2.17,2.5,2.67,2.83,4.00
9989313,4,1.75,2.5,4,2.75,3,4.25
9989314,2.71,2,2.43,2.71,3,3.86,2.29
9989315,2.6,2.6,3.6,4.2,2,2.2,2.20
9989316,2.83,3.17,2.83,2.83,2.83,4.17,4.17
9989317,1.6,3.6,2.6,1.6,2.4,3.6,3.40
9989318,3.5,4.25,2.5,2.5,3.25,2.75,3.25
9989319,3.4,2.8,3.6,3.2,3.6,2.4,3.00
9989320,2.71,2.86,3.57,1.86,2,3.71,3.14
9989321,4.2,1.4,3.6,3.2,2.8,2.4,2.40
9989322,1.86,3.29,3,3.14,3.86,2.43,3.00
9989323,2.4,2.6,4.4,2.4,2.8,2.4,2.20
9989324,3.29,3.14,3.14,3.29,3.43,2.86,3.00
9989325,3.43,2.86,3.57,2.14,3.29,3.71,3.00
9989326,4.29,2.71,2,3.14,3.29,3.43,3.86
9989327,3,2.6,3.6,2.4,3.4,2.2,4.00
9989328,1.67,3.67,1.33,3,4,2.33,4.00
9989329,2.67,3.33,2,3.67,3,4.33,1.67
9989330,3,1.86,2.71,3.29,3,3.43,3.14
9989331,2.5,4.25,3.5,2.75,3.5,3.75,2.50
9989332,3,3.83,4.17,3,3.5,2.67,3.33
9989333,2.75,2.75,2.5,4.75,2.75,4.5,4.25
9989334,2.83,2.83,2.5,2.83,3,2.33,2.33
9989335,3.33,3.33,3.67,2.33,1.33,3.67,3.00
9989336,2.67,3.67,4.33,4,4,4.33,4.33
9989337,3,2.33,3.33,2.67,2.67,4.67,1.67
9989338,3.57,3,3.71,3.14,3,2.14,3.71
9989339,3.43,2.29,1.71,3.43,3.29,2.14,2.14
9989340,4,3,1.67,4,1.33,4.67,2.67
9989341,2.33,4.33,3.67,3,2.67,3.67,4.00
9989342,4.33,3.33,3,3,2.33,3.33,2.00
9989343,2.83,2.83,3.67,2.17,3.17,2.5,2.17
9989344,2.33,3.83,4,2.83,2.67,3,2.17
9989345,4,5,3,4,3,3.33,4.67
9989346,3.33,3.67,4.17,2.67,3.67,3.17,2.83
9989347,3.5,4,3,3,3,2,3.25
9989348,3.8,3,3.8,3,3.8,4,2.60
9989349,3.71,2.29,3.43,3.43,2.86,3.43,2.57
9989350,3,3.67,4.67,2,4.67,4.67,3.67
9989351,2,4,4.5,2.25,2.5,2.75,3.25
9989352,3,3.14,3,2.57,2.71,2.71,3.43
9989353,2.67,3.33,4,3,2,4.33,2.67
9989354,4.67,3.33,2.33,4.33,5,4.33,4.00
9989355,3.33,2.17,2.5,2.83,2.33,3.67,4.17
9989356,3.75,1.75,3.25,2.25,2.75,2,2.25
9989357,3,2.6,3.4,2,3,4,1.80
9989358,3,3.75,1.75,3.5,2,2.75,2.75
9989359,4.2,2.6,3.4,2.6,2.8,3.6,4.00
9989360,4.33,4.33,4.33,4,3.67,3.67,3.67
9989361,3.83,3.33,3.17,1.83,3.5,2.33,3.33
9989362,3.2,2,3.2,3,3,2.4,2.60
9989363,4.67,4,2.67,3.67,2.67,4,2.67
9989364,3.25,3.75,4.25,3,4,4.5,4.25
9989365,4,3.33,3,3.33,2.67,3.67,3.67
9989366,2.75,4.25,3.5,2.75,3.25,3.75,2.75
9989367,3,3.17,3.5,2.5,2.83,3.17,3.83
9989368,1.67,3,3.33,2.67,2.67,3.67,4.33
9989369,3.17,3.5,2.67,2.83,3.5,3.33,3.83
9989370,3,2.8,3.2,3.2,3.6,3.6,2.20
9989371,2.8,3.6,4.2,1.8,3.6,3.2,1.80
9989372,2.29,2.86,3,3.57,3.57,2.29,2.29
9989373,3,4,3.57,2.43,3.71,3.29,2.00
9989374,3,2.86,2.43,3.29,3.14,2.57,2.71
9989375,3.25,2.25,3.25,3,4,2,3.00
9989376,3.25,3.25,3.5,2.5,2.75,3.5,2.50
9989377,2.33,3.17,3.83,2.5,3.33,3,2.67
9989378,3,2.25,3.75,4.25,2.25,3.25,2.50
9989379,2.5,4.25,3.5,1.25,3.75,2.75,3.75
9989380,2.2,2.6,2.8,1.6,3.2,2.8,2.20
9989381,2.43,3,2.86,2.14,3.86,3,3.43
9989382,3.5,3,3.5,2.5,2.75,3,2.00
9989383,1.8,3.6,3.2,2.8,3.2,2.2,2.20
9989384,2.6,2.4,4.2,3.4,2.2,3.8,2.60
9989385,3.75,3.25,2.25,2.75,3,3,3.75
9989386,2.75,1.25,3.25,3.5,2.75,3.25,3.50
9989387,2.33,2.67,3.33,2,3.67,1.67,2.67
9989388,4.5,2.67,2.5,3.33,2.5,1.5,3.33
9989389,3.33,3.67,3.17,3.33,3.33,4,2.67
9989390,3.5,4,2,3.75,3.75,3.5,3.00
9989391,2.8,2,3,4,1.8,3.2,3.20
9989392,2.67,1.67,1.67,3.67,4,3,3.67
9989393,3.17,3.67,3,3.33,2.33,3.5,2.33
9989394,3.29,3.14,2.29,2.86,3,2.57,3.14
9989395,3.43,3,2.86,2.71,4.29,2.86,2.86
9989396,3.33,2,2.67,2.67,3,2.67,3.00
9989397,3.43,3.14,3.29,3.14,3,2.71,2.86
9989398,2.8,2.2,2.4,2.8,3.8,2.2,2.80
9989399,2.75,3.25,3.25,2.5,1.5,2.75,2.00
9989400,3.29,2.71,3.29,3,2.71,3,2.57
9989401,3.67,2.33,2.67,5,4,3.67,2.00
9989402,3.25,3.75,3.75,3,3.5,1.75,3.00
9989403,2.25,2.75,3.75,3.75,3,2.5,3.50
9989404,2.33,3.33,1.33,4,3.33,3,3.67
9989405,3.33,3,3,2.83,2.5,2.17,2.33
9989406,1.33,2.67,4.67,1,4,4.33,4.33
9989407,3.86,3.29,4,3,3.86,2.71,4.00
9989408,2,3,3.33,2.33,2.33,2.33,3.33
9989409,2.71,4.14,1.71,4,2.57,3,3.29
9989410,3,2.25,3.5,2.5,4.25,2.5,2.00
9989411,2.33,3.33,3.83,3,2.83,2.33,2.83
9989412,2.29,2.86,2.43,3.14,2.43,3.14,2.86
9989413,3.29,3.29,3.14,2,2.57,2.43,2.71
9989414,2.14,3.71,3.71,3,3,2.57,3.29
9989415,3,3.5,2.67,4,2.5,3,2.17
9989416,2.4,2.2,3.4,3.2,3.2,3,2.40
9989417,4.33,2.67,2,3,2.67,2.67,4.00
9989418,4.17,2.5,2.83,2.33,3.5,4.17,2.00
9989419,3,2.71,2.86,2.43,2.86,4.29,3.43
9989420,3.43,3,3.14,2.29,2.57,2.71,3.14
9989421,3,2.33,2.83,2.67,3.67,3.83,3.33
9989422,2.29,2.57,3.43,2.71,3,3.14,3.57
9989423,2.75,3.75,3.25,4,2.5,4,3.25
9989424,3.71,2.57,2.71,3.43,2.29,3.71,3.14
9989425,3.33,2.83,2.33,2.33,2.17,3.33,3.00
9989426,4.33,3.67,1.67,3.33,3.33,3.33,1.67
9989427,3,5,3.67,2.67,2,3.67,2.67
9989428,3,4,3.33,1.67,3,2,3.00
